"ID","CRYear","Rate","LnNumBed","LnSqrFoot","Pro","TaxExempt","SelfIns","MCert","Urban"
147,1996,98.434216057,3.258096538,3.1354942159,1,0,0,0,1
147,1997,97.576396207,3.258096538,3.1354942159,1,0,0,0,1
147,1998,96.965226554,3.258096538,3.1354942159,1,0,0,1,1
147,1999,96.828240253,3.258096538,3.1354942159,1,0,0,1,1
147,2000,90.846994536,3.258096538,3.1354942159,1,0,0,1,1
147,2001,94.49947313,3.258096538,3.1354942159,1,0,0,1,1
148,1995,94.961555457,5.7365722975,4.5109034616,1,0,0,1,1
148,1997,83.941670349,5.7365722975,4.5078549975,1,0,0,1,1
148,1998,88.875767596,5.669880923,4.5078549975,1,0,0,1,1
148,1999,95.254605574,5.669880923,4.5078549975,1,0,0,1,1
149,1995,116.52158835,4.3694478525,3.6849969268,0,1,0,0,1
149,1996,101.6220516,4.3694478525,3.4339872045,0,1,0,1,1
151,1995,91.613765453,5.5053315359,4.0411898874,1,0,0,1,1
151,1996,90.330534453,5.5053315359,4.0411898874,1,0,0,1,1
151,1997,88.349482125,5.5053315359,4.0411898874,1,0,0,1,1
151,1998,90.101347589,5.5053315359,4.3713574205,1,0,0,1,1
151,1999,90.351932286,5.5053315359,4.3713574205,1,0,0,1,1
151,2000,110.44384967,5.2781146592,4.3713574205,1,0,0,1,1
153,1995,97.50470051,4.6249728133,4.1417051336,0,1,1,1,0
153,1996,96.472195436,4.6249728133,4.1417051336,0,1,0,1,0
153,1997,94.90464679,4.6249728133,4.1417051336,0,1,0,1,0
153,1998,99.907683145,4.521788577,4.1417051336,0,1,0,1,0
153,1999,93.177486599,4.521788577,4.1417051336,0,1,0,1,0
153,2000,81.468282252,4.521788577,4.1417051336,0,1,0,1,0
153,2001,80.854675402,4.521788577,4.1417051336,0,1,0,1,0
154,1995,99.05375849,4.7791234931,4.2395842281,0,1,1,1,0
154,1996,99.329567893,4.7791234931,4.2395842281,0,1,1,1,0
154,1997,99.362265454,4.7791234931,4.2395842281,0,1,1,1,0
154,1998,97.819730632,4.7791234931,4.2395842281,0,1,1,1,0
154,1999,98.282491079,4.7791234931,4.2395842281,0,1,1,1,0
154,2000,98.640767783,4.7791234931,4.2451181174,0,1,1,1,0
154,2001,98.653159894,4.7791234931,4.2451181174,0,1,1,1,0
155,1995,91.37228755,5.4205349993,4.4865893322,0,1,0,1,1
155,1996,89.077083031,5.4205349993,4.4865893322,0,1,0,1,1
155,1997,92.237847012,5.4205349993,4.4865893322,0,1,0,1,1
155,1998,90.428553475,5.3844950628,4.4865893322,0,1,0,1,1
155,1999,90.922023182,5.3375380797,4.4865893322,0,1,0,1,1
155,2000,91.339076614,5.2781146592,4.4865893322,0,1,0,1,1
155,2001,88.729382164,5.2781146592,4.4865893322,0,1,0,1,1
156,1995,93.407883701,4.5849674787,3.5255072195,1,0,1,1,1
156,1996,92.360878778,4.5849674787,3.5268016038,1,0,1,1,1
156,1997,89.029437482,4.5432947823,3.5263605246,1,0,1,1,1
156,1998,91.253951528,4.5108595065,3.5257132564,1,0,1,1,1
156,1999,94.385066988,4.5108595065,3.530293955,1,0,1,1,1
156,2000,93.079325047,4.5108595065,3.525448344,1,0,1,1,1
156,2001,91.065068493,4.3820266347,3.5182987035,1,0,1,1,1
157,1995,95.497963717,4.7095302013,3.920229242,1,0,0,1,0
157,1996,95.665337469,4.7095302013,3.920229242,1,0,0,1,0
157,1997,95.557201037,4.7095302013,3.920229242,1,0,0,1,0
157,1998,95.729976552,4.7095302013,3.920229242,1,0,1,1,0
157,1999,93.770208565,4.7095302013,3.920229242,1,0,1,1,0
157,2000,94.503519913,4.7095302013,3.920229242,1,0,0,1,0
157,2001,94.476119956,4.7095302013,3.920229242,1,0,0,1,0
158,1995,95.088871278,4.7957905456,4.0956104273,0,1,1,0,0
158,1996,95.985187192,4.7957905456,4.0956104273,0,1,1,1,0
158,1997,97.935016416,4.7957905456,4.0956104273,0,1,1,1,0
158,1998,95.023208423,4.7957905456,4.0956104273,0,1,1,1,0
158,1999,91.291746858,4.7957905456,4.0956104273,0,1,1,1,0
158,2000,90.550060967,4.7957905456,4.0956104273,0,1,1,1,0
158,2001,90.863272163,4.6634390941,4.0956104273,0,1,1,1,0
159,1995,98.147945205,5.2983173665,5.135416011,0,1,1,1,1
159,1996,97.972677596,5.2983173665,5.135416011,0,1,1,1,1
159,1997,95.17260274,5.2983173665,5.135416011,0,1,1,1,1
159,1998,95.264383562,5.2983173665,5.135416011,0,1,1,1,1
159,1999,94.702739726,5.2983173665,5.135416011,0,1,1,1,1
159,2000,96.409836066,5.2983173665,5.135416011,0,1,1,1,1
159,2001,96.893150685,5.2983173665,5.135416011,0,1,1,1,1
162,1995,97.445868316,4.5325994932,3.5616992783,1,0,0,1,0
162,1996,92.149950056,4.5325994932,3.5616992783,1,0,0,1,0
162,1997,88.478420975,4.5325994932,3.5616992783,1,0,0,1,0
162,1998,89.105906614,4.5325994932,3.5616992783,1,0,0,1,0
162,1999,81.063485049,4.5325994932,3.5616992783,1,0,1,1,0
162,2000,87.636612022,4.3820266347,3.5985717411,1,0,1,1,0
162,2001,92.681506849,4.3820266347,3.5985717411,1,0,1,1,0
163,1995,96.821917808,3.9120230054,3.3960843323,1,0,0,1,1
163,1996,96.759562842,3.9120230054,3.3960843323,1,0,0,1,1
163,1997,95.167123288,3.9120230054,3.3960843323,1,0,0,1,1
163,1998,91.47752809,3.9120230054,3.3960843323,1,0,0,1,1
163,1999,93.183561644,3.9120230054,3.3960843323,0,1,0,1,1
163,2000,89.606557377,3.9120230054,3.3960843323,0,1,0,1,1
163,2001,93.468493151,3.9120230054,3.3960843323,0,1,0,1,1
164,1995,93.903196347,4.3174881135,3.6900038218,0,1,0,1,1
164,1996,93.355191257,4.3174881135,3.6900038218,0,1,0,1,1
164,1997,97.234703196,4.3174881135,3.6900038218,0,1,0,1,1
164,1998,94.122374429,4.3174881135,3.6900038218,0,1,0,1,1
164,1999,91.386751736,4.2904594411,3.6900038218,0,1,0,1,1
164,2000,91.120218579,4.1588830834,3.6900038218,0,1,0,1,1
164,2001,101.64931507,3.9120230054,3.6900038218,0,1,0,1,1
165,1995,78.290649196,4.521788577,3.6819051904,0,0,1,1,0
165,1996,88.343430744,4.521788577,3.6819051904,0,0,1,1,0
165,1997,81.813579512,4.521788577,3.6819051904,0,0,1,1,0
165,1998,83.502084574,4.521788577,3.6819051904,0,0,1,1,0
165,1999,88.067301965,4.521788577,3.6819051904,0,0,1,1,0
165,2000,84.583254821,4.4659081187,3.6819051904,0,0,1,1,0
165,2001,83.001102189,4.4659081187,3.6819051904,0,0,1,1,0
167,1995,85.086894296,4.8978398,4.0212181595,1,0,1,1,1
167,1996,89.01394666,4.8978398,3.9401049896,1,0,1,1,1
167,1997,87.887957473,4.8978398,3.9402022157,1,0,0,1,1
167,1998,91.361165471,4.836281907,3.9402022157,1,0,0,1,1
167,1999,89.577332865,4.7621739348,3.9402022157,1,0,0,1,1
167,2000,91.062009979,4.7449321284,3.9402022157,1,0,0,1,1
167,2001,90.178203419,4.7273878187,3.9402022157,1,0,0,1,1
168,1995,98.920431361,5.4595855141,4.3751153064,1,0,1,1,1
168,1996,98.164166957,5.4595855141,4.3653762837,1,0,1,1,1
168,1997,93.260273973,5.4595855141,4.3653762837,1,0,1,1,1
168,1998,85.381521422,5.4595855141,4.3653762837,1,0,1,1,1
168,1999,91.159114858,5.3375380797,4.3653762837,1,0,1,1,1
168,2000,90.95462825,5.2882670307,4.3653762837,1,0,1,1,1
168,2001,92.278953923,5.2882670307,4.3653762837,1,0,1,1,1
170,1995,99.242424242,5.0369526024,4.3468527222,0,0,0,1,1
170,1996,99.242424242,5.0369526024,4.3468527222,0,0,0,1,1
170,1997,99.030421633,5.0369526024,4.3468527222,0,0,0,1,1
170,1998,99.165628892,5.0369526024,4.3468527222,0,0,0,1,1
170,1999,99.076676748,5.0369526024,4.4837480368,0,0,0,1,1
170,2000,99.501454829,5.0369526024,4.4837480368,0,0,0,1,1
170,2001,99.482298523,5.0369526024,4.4837480368,0,0,1,1,1
173,1995,82.6535324,4.4886363697,3.6859501679,0,1,0,1,0
173,1996,90.792349727,4.3820266347,3.6859501679,0,1,0,1,0
173,1998,90.484931507,4.605170186,3.6859501679,0,1,1,1,0
173,1999,95.01369863,4.605170186,3.6859501679,0,1,1,1,0
173,2000,92.06557377,4.605170186,3.6859501679,0,1,1,1,0
173,2001,93.02739726,4.605170186,3.6859501679,0,1,1,1,0
174,1996,97.432725023,3.9702919136,3.1474657486,0,1,0,1,0
174,1997,98.960971827,3.9702919136,2.5907670405,0,1,0,1,0
174,1998,99.157405014,3.9702919136,2.5907670405,0,1,0,1,0
174,1999,99.415869734,3.9702919136,2.5907670405,0,1,0,1,0
174,2000,97.907000722,3.9702919136,2.5907670405,0,1,0,1,0
174,2001,96.252261566,3.9702919136,2.5907670405,0,1,0,1,0
176,1995,95.917139993,4.8121843554,4.0844962262,0,1,0,1,1
176,1996,97.494335599,4.8121843554,4.0844962262,0,1,0,1,1
176,1997,95.678806103,4.8121843554,4.0844962262,0,1,0,1,1
176,1998,94.135204366,4.8121843554,4.3096172192,0,1,0,1,1
176,1999,94.952667335,4.8121843554,4.3096172192,0,1,0,1,1
176,2000,97.754231641,4.8121843554,4.3096172192,0,1,0,1,1
176,2001,97.295912685,4.8121843554,4.3096172192,0,1,0,1,1
201,1995,99.459526775,4.7004803658,3.7085350118,0,1,0,0,1
201,1996,99.064366291,4.7004803658,3.7085350118,0,1,0,0,1
201,1997,99.054279054,4.7004803658,3.7085350118,0,1,0,0,1
201,1998,99.486924035,4.7004803658,3.7085350118,0,1,0,0,1
201,1999,98.926525529,4.7004803658,3.7085350118,0,1,0,0,1
201,2000,98.802781918,4.7004803658,3.7085350118,0,1,0,0,1
201,2001,99.195516812,4.7004803658,3.7155700694,0,1,1,0,1
202,1995,90.514037705,4.6151205168,3.9587157334,0,0,1,1,1
202,1996,92.798788076,4.6151205168,3.9587157334,0,0,1,1,1
202,1997,89.730096297,4.6151205168,3.9587157334,0,0,1,1,1
202,1998,95.898548759,4.6151205168,3.9587157334,0,0,1,1,1
202,1999,97.943849179,4.6151205168,3.9587157334,0,0,1,1,1
202,2000,92.484986204,4.6151205168,3.9587157334,0,0,1,1,1
202,2001,88.767123288,4.6151205168,3.9587157334,0,0,1,1,1
203,1995,98.197162427,4.7184988713,3.5808487099,1,0,1,1,1
203,1996,97.419008587,4.7184988713,3.5808487099,1,0,1,1,1
203,1997,94.792074364,4.7184988713,3.5808487099,1,0,1,1,1
203,1998,91.905577299,4.7184988713,4.605170186,1,0,1,1,1
203,1999,96.382093933,4.7184988713,4.605170186,1,0,1,1,1
203,2000,95.704039813,4.7184988713,3.6005672314,1,0,1,1,1
203,2001,94.816536204,4.7184988713,3.6005672314,1,0,1,1,1
204,1995,94.033809385,4.5432947823,3.5013744866,0,1,0,1,0
204,1996,90.047545057,4.5422303862,3.5013744866,0,1,1,1,0
204,1997,93.818128825,4.5432947823,3.5013744866,0,1,1,1,0
204,1998,90.734479744,4.5432947823,3.5013744866,0,1,1,1,0
204,1999,93.360536287,4.5432947823,3.5013744866,0,1,1,1,0
204,2000,93.448436228,4.5432947823,3.5013744866,0,1,1,1,0
204,2001,94.570096182,4.5432947823,3.5013744866,0,1,1,1,0
207,1995,90.379587995,4.8751973232,4.0850346929,1,0,1,1,0
207,1996,90.330961955,4.8865826454,4.0835026674,1,0,1,1,0
207,1997,92.330811695,4.8978398,4.0925095463,1,0,1,1,0
207,1998,94.040547945,4.8283137373,4.0858586586,1,0,1,1,0
207,1999,92.18630137,4.8283137373,4.0950776268,1,0,1,1,0
207,2000,94.104918033,4.8283137373,4.033514711,1,0,1,1,0
207,2001,93.170410959,4.8283137373,4.0950776268,1,0,1,1,0
208,1995,87.317952415,5.429345629,4.5196667624,1,0,1,1,1
208,1996,90.494190673,5.3278761688,4.5196667624,1,0,1,1,1
208,1997,87.455778694,5.3278761688,4.5196667624,1,0,1,1,1
208,1998,90.98381071,5.170483995,4.5196667624,1,0,1,1,1
208,1999,87.685208438,5.170483995,4.5196667624,1,0,1,1,1
208,2000,78.073023919,4.7706846245,4.5196667624,1,0,1,0,1
208,2001,91.694290976,4.7874917428,4.5196667624,1,0,1,0,1
209,1995,98.575342466,4.5538768916,3.8388930164,0,1,0,0,1
209,1996,99.010641357,4.5538768916,3.8388930164,0,1,0,0,1
209,1997,96.902667628,4.5538768916,3.8388930164,0,1,0,0,1
209,1998,90.220620043,4.5538768916,3.8787557353,0,1,0,0,1
209,1999,98.06777217,4.5538768916,4.641068077,0,1,0,0,1
209,2000,97.742306586,4.5538768916,4.641068077,0,1,0,1,1
209,2001,97.963950973,4.5538768916,4.6677787209,0,1,0,1,1
210,1995,93.383726688,6.0282785202,5.707312902,0,1,1,0,1
210,1996,95.444729739,6.0282785202,5.707312902,0,1,1,0,1
210,1997,93.690047863,6.0282785202,5.707312902,0,1,1,0,1
210,1998,96.023766298,6.0282785202,5.707312902,0,1,1,0,1
212,1995,88.054794521,3.9120230054,2.3971677355,1,0,0,0,1
212,1996,84.229508197,3.9120230054,2.3971677355,1,0,0,0,1
212,1997,92.418674289,4.2640873368,3.6818548392,1,0,1,1,1
212,1999,98.934550989,4.276666119,3.6818548392,1,0,1,1,1
212,2000,98.910898604,4.276666119,3.6818548392,1,0,1,1,1
212,2001,97.4543379,4.276666119,3.6818548392,1,0,1,1,1
213,1995,93.197260274,4.605170186,3.6588840566,1,0,1,1,1
213,1996,90.702185792,4.605170186,3.6588840566,1,0,1,1,1
213,1997,83.687671233,4.605170186,3.6588840566,1,0,1,1,1
213,1998,90.871877518,4.4426512565,3.6588840566,1,0,1,1,1
213,1999,91.31405378,4.3944491547,3.6588840566,1,0,1,1,1
213,2000,89.677538918,4.3307333403,3.6588840566,1,0,1,1,1
213,2001,93.832737311,4.1431347264,3.6588840566,0,1,0,1,1
214,1995,92.77903514,5.843544417,5.3354397258,1,0,1,1,1
214,1996,90.512394076,5.843544417,5.3354397258,1,0,1,1,1
214,1997,89.925749454,5.843544417,5.3371774378,1,0,1,1,1
214,1998,94.957191781,5.7683209958,5.3371774378,1,0,1,1,1
214,1999,96.63869863,5.7683209958,5.3371774378,1,0,1,1,1
214,2000,98.343579235,5.7683209958,5.3371774378,1,0,1,1,1
214,2001,98.090753425,5.7683209958,5.3371774378,1,0,1,1,1
216,1995,97.397260274,4.4998096703,3.5057375609,1,0,1,1,1
216,1996,98.029751063,4.4998096703,3.5057375609,1,0,1,1,1
216,1997,95.156773212,4.4998096703,3.5057375609,1,0,1,1,1
216,1998,94.535768645,4.4998096703,3.5057375609,1,0,1,1,1
216,1999,97.415525114,4.4998096703,3.5057375609,1,0,1,1,1
216,2000,98.78870674,4.4998096703,3.5057375609,1,0,1,1,1
216,2001,98.222222222,4.4998096703,3.5057375609,1,0,1,1,1
217,1995,86.679263108,4.0604430105,3.8655391796,0,1,1,1,0
217,1996,81.420765027,4.0604430105,3.8655391796,0,1,1,1,0
217,1998,94.18516769,4.0604430105,3.8655391796,0,1,1,1,0
217,1999,94.785073217,4.0604430105,3.8655391796,0,1,1,1,0
217,2000,94.120972301,4.0604430105,3.8655391796,0,1,1,1,0
217,2001,93.268776571,4.0604430105,3.8655391796,0,1,1,1,0
218,1995,99.129158513,4.4308167988,3.5120229368,0,1,1,0,0
218,1996,98.191517044,4.4308167988,3.5120229368,0,1,1,0,0
218,1997,98.506196999,4.4308167988,3.5120229368,0,1,1,0,0
218,1998,95.544683627,4.4308167988,3.5120229368,0,1,1,0,0
218,1999,93.428082192,4.3820266347,3.5120229368,0,1,1,0,0
218,2000,98.432377049,4.3820266347,3.5120229368,0,1,1,1,0
218,2001,95.092465753,4.3820266347,3.5120229368,0,1,1,1,0
220,1995,96.230339929,3.9889840466,3.5246237231,1,0,0,1,1
220,1996,94.803683465,3.9889840466,3.5246237231,1,0,0,1,1
220,1997,85.281582953,3.9889840466,3.5246237231,1,0,0,1,1
220,1998,63.462446859,4.0604430105,3.5246237231,1,0,0,1,1
220,1999,80.860273973,3.9120230054,3.5246237231,1,0,0,1,1
220,2000,95.590163934,3.9120230054,3.5246237231,1,0,0,1,1
220,2001,94.832876712,3.9120230054,3.5246237231,1,0,0,1,1
224,1995,96.125639961,4.5951198501,3.553059731,1,0,1,1,1
224,1996,90.591709444,4.5951198501,3.553059731,1,0,1,1,1
224,1997,81.760066418,4.5951198501,3.553059731,1,0,0,1,1
224,1998,94.291659442,4.3694478525,3.553059731,1,0,0,1,1
224,1999,74.79105254,4.3694478525,3.553059731,1,0,0,1,1
224,2000,79.356021305,4.3694478525,3.553059731,1,0,0,1,1
224,2001,67.289752037,4.3694478525,3.553059731,1,0,0,1,1
226,1995,89.919812897,4.4067192473,3.4292015781,1,0,0,0,0
226,1996,90.743702519,4.4067192473,3.4292015781,1,0,0,0,0
226,1997,89.632475777,4.4067192473,3.4292015781,1,0,0,0,0
226,1998,89.80456621,4.3174881135,3.4292015781,1,0,0,0,0
226,1999,90.700813977,4.2341065046,3.4292015781,1,0,0,0,0
226,2000,91.534258092,4.1743872699,3.4292015781,1,0,0,0,0
226,2001,90.634351949,4.1743872699,3.4292015781,1,0,0,0,0
227,1995,95.775054074,4.5538768916,3.3683642246,1,0,0,1,0
227,1996,95.199884958,4.5538768916,3.3035845528,1,0,1,1,0
227,1997,94.076423937,4.5538768916,3.3035845528,1,0,0,1,0
227,1998,91.18961788,4.5538768916,3.3035845528,1,0,0,1,0
227,1999,92.17591925,4.5538768916,3.3035845528,1,0,0,1,0
227,2000,95.944779983,4.5538768916,3.3035845528,1,0,0,1,0
227,2001,88.680605624,4.5538768916,3.3035845528,1,0,0,1,0
228,1995,86.121387861,4.9199809258,3.723015145,1,0,0,1,1
228,1996,81.95479384,4.8828019226,3.723015145,1,0,0,1,1
228,1997,67.366127024,4.8828019226,3.723015145,1,0,0,1,1
